Ensembl ID,Entrez ID,Control Gene Expression,Cancer Gene Expression,Average Intron Length,Average Exon Length
ENSG00000184697,9074,3.448275862,21.08333333,4212,1370
ENSG00000103145,54985,841.7931034,792.4444444,531,910.3333333
ENSG00000162069,146439,3045.965517,3315.583333,640.6666667,2068.666667
ENSG00000130182,84891,0.448275862,0.611111111,2414,2492.25
ENSG00000010539,7752,312.4827586,386.3611111,3238.166667,3289.666667
ENSG00000103313,4210,148,52.5,3347.142857,2661.142857
ENSG00000140993,91151,175.5517241,192.3611111,6404,3430
ENSG00000232196,100463285,0.620689655,0.666666667,0,1231
ENSG00000140987,54925,310.862069,373.6111111,5245.833333,2441.666667
ENSG00000167981,146434,63.72413793,64.41666667,11216,1773
ENSG00000215131,646174,0.172413793,0.527777778,2068,904
ENSG00000167984,197358,501.2758621,187.5,20117,3492
ENSG00000188827,84464,338.6896552,416.6666667,15500.5,5182.5
ENSG00000126602,10131,1735.517241,2367.527778,25127.33333,2247.666667
ENSG00000005339,1387,2806.862069,2364.416667,144927,10139
ENSG00000162104,115,1010.793103,365.5,291620,7727
ENSG00000185739,6345,69.48275862,50.25,47804,4903
ENSG00000090447,7023,282.6551724,520.5277778,27350,2140
ENSG00000217930,51025,203.4827586,222.25,21076,584
ENSG00000103426,100529144,0,0,29351.25,3011
ENSG00000262246,79585,299.3793103,253.2222222,22480.4,3334.8
ENSG00000153406,57407,871.2413793,1280.333333,7845.333333,1242
ENSG00000089486,29965,614.8275862,356.0833333,4499.666667,2638
ENSG00000153443,124402,887.137931,893.8611111,9262,1413
ENSG00000168096,124401,539.6896552,627.8055556,4235.625,2514.875
ENSG00000103199,26048,448.9655172,413.8611111,8722,2900.333333
ENSG00000140623,124404,1.517241379,3.25,6207.666667,1526.333333
ENSG00000067836,79641,610.5172414,672.6944444,516.6,1486.6
ENSG00000140632,84656,1556.206897,1370.75,16195.8,2828.4
ENSG00000118898,5493,3469.172414,4497.555556,96782,6238
ENSG00000103174,51172,397.2413793,376.2777778,1108,1791.75
ENSG00000153446,146556,493.4137931,13.33333333,20296,1728
ENSG00000118894,196483,248.2413793,313.5,11166,2323
ENSG00000232258,283953,0.068965517,0.444444444,4162,644
ENSG00000184857,25880,216.6551724,320.5833333,2042,1448
ENSG00000153048,23589,1428,1898.277778,2130.444444,2855.888889
ENSG00000187555,7874,3380.586207,4062.388889,16980,4259.6
ENSG00000183454,2903,14.68965517,8.527777778,83152.4,7899.8
ENSG00000213853,2013,5631.275862,6482.111111,94160,5181
ENSG00000153060,146279,21.17241379,55.05555556,131666,1609
ENSG00000166676,780776,67.82758621,16.05555556,11651.66667,2115.555556
ENSG00000182108,28955,561.3103448,633.5833333,24018,1501
ENSG00000185338,8651,275.862069,149,1100,1216
ENSG00000178279,7142,0,0,1700,597
ENSG00000178257,58531,0,0,0,309
ENSG00000122304,5620,0.379310345,0.527777778,324,683
ENSG00000175646,5619,0.103448276,0.166666667,182,409
ENSG00000189067,9516,7053.034483,4424.138889,13233.6,2145.2
ENSG00000153066,51061,1430.655172,1349.222222,60618.5,3087.5
ENSG00000122299,29066,1548.103448,1441.611111,7944.6,2287.6
ENSG00000262117,400500,0.620689655,2.75,8010,988
ENSG00000171490,26156,4612.137931,5280.555556,5731.75,4119.75
ENSG00000103342,2935,3811.103448,4462.666667,27349.66667,7159
ENSG00000103381,55313,612.3448276,405.0833333,138159,5930
ENSG00000140694,5073,1211.931034,1414.583333,44209.6,2495.6
ENSG00000069764,8399,54.31034483,62.30555556,42250,997
ENSG00000157045,123803,1255.758621,1615.194444,11395,1128.333333
ENSG00000085721,54700,1388.034483,1730.944444,9981,2943.25
ENSG00000183793,100288332,100.7931034,90.75,13611,977
ENSG00000166783,9665,2494.448276,2468.444444,8856,6464.8
ENSG00000133392,4629,120237.6552,3096.5,27076.875,5559.25
ENSG00000133393,123811,976.6551724,1147.305556,20732,2139
ENSG00000091262,368,24.4137931,24.55555556,17589.25,3148.25
ENSG00000103489,64131,474.4827586,237.8888889,718444,9336
ENSG00000185164,283820,1312.965517,1757.25,38923,3996.666667
ENSG00000134419,6210,2965.689655,4461.111111,3002,947.5
ENSG00000170540,23204,3329.862069,6510.25,5030.666667,2247
ENSG00000157106,23049,2775.206897,3987.75,13416,11446
ENSG00000006007,51573,2627.413793,3827.972222,17501,2935
ENSG00000103550,400506,922.6206897,1554.138889,19738,1950
ENSG00000167191,51704,1077.758621,552.6944444,12207.66667,2370.333333
ENSG00000180269,124274,0,0,40770.5,1287.5
ENSG00000169347,2813,3.310344828,2.361111111,7409.5,2206
ENSG00000169344,7369,0,0,11533.66667,2327
ENSG00000169340,204474,0.137931034,0,86830,2127
ENSG00000066813,348158,2.689655172,0.722222222,22982.66667,2252.333333
ENSG00000166743,116285,44.82758621,44.22222222,46111.33333,1971
ENSG00000066654,55623,1656.310345,1780.722222,2699,4087
ENSG00000196678,112479,378.7241379,753.25,5381.5,3055
ENSG00000188215,123879,456.4827586,301.0277778,78596,2868
ENSG00000158486,55567,22.72413793,86.88888889,30358,6712
ENSG00000103310,7783,0.517241379,0.222222222,6125.333333,2104.333333
ENSG00000103316,1428,468.3103448,75.88888889,27090.33333,1330
ENSG00000169246,23117,431.0689655,422.8611111,15170.5,1954.75
ENSG00000140749,10261,341.862069,171.25,7689,1143
ENSG00000155714,255762,0.275862069,0.222222222,16040.5,1205.5
ENSG00000140743,1039,1441.758621,1236.916667,51960,2702
ENSG00000103404,57478,1053.862069,1556.777778,19898.5,9482.75
ENSG00000168434,91949,805.0689655,936.0555556,123524,2937
ENSG00000103365,23062,2279.137931,2171.444444,37449,3823
ENSG00000103356,124454,512.7931034,708.8611111,13990.25,3264
ENSG00000004779,4706,1264.413793,1919.916667,29276,667
ENSG00000083093,79728,334.7931034,654.7777778,68276,4058
ENSG00000134398,10595,840.1724138,1600.083333,10115.33333,3046.666667
ENSG00000140750,55114,911.4827586,680.8333333,8795.375,2829.5
ENSG00000155592,342357,154.9310345,196.25,7780,5531.666667
ENSG00000169189,197370,972.7586207,1242.916667,42362.5,1436.5
ENSG00000077235,2975,2033.724138,2558.666667,82248.5,7069.5
ENSG00000169181,146395,14.03448276,118.8888889,90957,4680.75
ENSG00000169180,23214,2329.413793,2610.305556,72969.66667,4533.333333
ENSG00000188603,1201,139.5172414,163.75,1362.190476,1328.047619
ENSG00000197272,246778,4.620689655,3.194444444,12858,1044
ENSG00000176046,26471,1738.758621,671.1111111,949,885
ENSG00000197165,6799,68.17241379,70.75,3645.5,1187.5
ENSG00000196502,6817,927.6896552,1033.027778,2604.714286,1567.714286
ENSG00000178952,7284,3372.241379,4715.944444,3854,2071
ENSG00000177548,79874,1239.586207,1406.694444,7924.5,2060.75
ENSG00000183336,552900,0,0,1739.5,1257.166667
ENSG00000185905,283897,388.4137931,146.5277778,1918,2596
ENSG00000103502,10423,1905.310345,1879.416667,1192.25,1762.5
ENSG00000174938,26470,494.8275862,1371.638889,8240,3395
ENSG00000174943,253980,511.8965517,599.6666667,17903,1986
ENSG00000149929,8479,539.8275862,538.2222222,1019.666667,2506.333333
ENSG00000149927,8448,59.48275862,115.6111111,1895.8,1987.8
ENSG00000149926,83723,5.206896552,24.19444444,9040,1919
ENSG00000149922,6911,232.1724138,336.8611111,3049.5,1982
ENSG00000090238,83719,2345.758621,2982.166667,869.6666667,1553
ENSG00000102886,79153,333.2068966,735.5277778,7536,1212
ENSG00000102882,5595,1847.931034,1397.333333,3439.25,2041.75
ENSG00000198064,613037,1,0.861111111,19204.5,3473.5
ENSG00000169217,10421,2266.275862,2613.833333,923,3459.5
ENSG00000169221,26000,1465.896552,1760.166667,4951,2886.5
ENSG00000180096,1731,147.3103448,67.13888889,2005.5,1813
ENSG00000179958,79077,674.4482759,1153.777778,10470,1120
ENSG00000179918,22928,1513.034483,2157.25,0,2273
ENSG00000169957,79724,845.1724138,990.9722222,2563,2627.333333
ENSG00000169955,65988,243.8965517,213.2222222,697.6666667,2093
ENSG00000169951,92595,196.1034483,215.2777778,1763.5,2794.5
ENSG00000229809,146542,403.8965517,396.9444444,1227,1483
ENSG00000197162,146540,628.6206897,766.7777778,2116.666667,2937.666667
ENSG00000156853,115509,308.862069,307.2777778,2325.25,3251.75
ENSG00000261840,730183,27.75862069,52.58333333,408,582
ENSG00000196118,90835,115.4137931,228.4722222,989.5,1674.5
ENSG00000102870,23361,934.0689655,1042.111111,5334,6087
ENSG00000099385,9274,1309.758621,1611.527778,31847,860
ENSG00000260852,283932,132.6206897,200.8055556,0,3951
ENSG00000099365,112755,46.62068966,39.94444444,16595,2745
ENSG00000167394,79759,292.6896552,350.5,3139.75,2636.25
ENSG00000151006,339105,52.72413793,57.88888889,6080,2379
ENSG00000167397,79001,167.1034483,216.8333333,2042,988.6666667
ENSG00000052344,5652,573.6551724,1096.333333,900,1755
ENSG00000178226,146547,65.5862069,46.77777778,4117,2743.25
ENSG00000103490,29108,796.3793103,949.8055556,546.5,744.5
ENSG00000169900,260434,0.137931034,1.222222222,1170,528
ENSG00000156885,1339,0.75862069,1.75,516,440
ENSG00000176723,283933,12.06896552,8.25,10902,2013
ENSG00000140688,64755,1966.793103,2073.444444,5250.333333,2090
ENSG00000171241,79801,141.2413793,364.3611111,75224,3232
ENSG00000069329,55737,4323.586207,6405.555556,13874.66667,4096.666667
ENSG00000140795,91807,3.517241379,6.111111111,15864,5694.333333
ENSG00000155330,388272,353.862069,589.2222222,55466,1383
ENSG00000069345,10294,2320.793103,2860.083333,30608,3048
ENSG00000171208,81831,242.3448276,653.0555556,28172,3291.333333
ENSG00000129636,81533,1596.068966,1784.888889,61892.5,1711.75
ENSG00000140798,94160,0.137931034,0.333333333,9951.25,4157.75
ENSG00000121270,85320,10.68965517,19.77777778,8177.833333,3138
ENSG00000196470,6477,817,1060.805556,37376.33333,2357.666667
ENSG00000102921,9683,1623.965517,1811.861111,128756,7106
ENSG00000102924,869,95.48275862,7.361111111,2960,2434
ENSG00000102935,23090,379.5517241,126.9444444,177288.3333,4550.666667
ENSG00000166164,29117,2136.275862,2708.361111,47606.5,2310.5
ENSG00000167208,124460,446.2068966,153.7222222,4920.25,2277.5
ENSG00000103449,6299,163.3103448,100.9722222,4882.25,3735.5
ENSG00000261190,388276,0,0.194444444,94272,448
ENSG00000103460,27324,301.6206897,1021.277778,106221,3122
ENSG00000260078,643802,22.93103448,9.861111111,848,1344
ENSG00000166971,64400,279.7586207,288.8888889,4336.75,1863.75
ENSG00000103494,23322,176.5862069,343.0555556,15159.85714,4260.857143
ENSG00000177508,79191,310.862069,1062.861111,1718,2308
ENSG00000245694,643911,229.4137931,499.5833333,6114.333333,939.3333333
ENSG00000198848,1066,1043.724138,1331.694444,18868.66667,2009
ENSG00000159398,221223,0.793103448,0.666666667,26962.6,2155.6
ENSG00000261439,26077,0.068965517,0.055555556,0,1909
ENSG00000159461,267,2147.793103,2026.75,49898,2979
ENSG00000167005,11051,2361.448276,3079.444444,35614,4407
ENSG00000125124,583,1213.62069,1317.333333,24593,4112
ENSG00000125144,4495,45.24137931,47.94444444,927.5,397.5
ENSG00000172775,80011,2034.344828,2448.194444,3760.5,1481.25
ENSG00000102934,51090,355.6551724,406.3055556,54158,1497
ENSG00000005194,57019,752.6206897,1114.333333,7835.666667,1778.666667
ENSG00000125170,55715,633.2758621,663.3888889,8458,2705
ENSG00000135736,92922,320.6551724,146.1388889,43918,2429
ENSG00000140859,3801,1518.206897,1250.805556,3349.916667,2975.166667
ENSG00000070729,1258,24.89655172,26.5,32647,4301.333333
ENSG00000166188,57567,390.5517241,352.3333333,1940,4220
ENSG00000070761,29105,629.2068966,900.1388889,13945.5,1162.5
ENSG00000070770,1459,1719.62069,2040.75,19862.5,3040.5
ENSG00000103023,221191,0.620689655,1.277777778,8886.666667,1749.666667
ENSG00000125107,23019,3674.275862,4932.833333,12560.57143,5903.142857
ENSG00000103042,55238,639.3793103,852.9722222,6680,2492.75
ENSG00000125166,2806,2930.137931,4181.888889,24829.5,2382.5
ENSG00000150394,1006,68.75862069,157.0833333,254514.5,3428.5
ENSG00000140937,1009,2556.241379,1158.194444,25622.4,2914.4
ENSG00000166548,7084,1009.586207,801.2777778,10503.625,4401.375
ENSG00000183723,146223,577.862069,865.75,76192.5,5765.5
ENSG00000135720,1783,5345.586207,6000.333333,11208,2726
ENSG00000249961,283847,3.931034483,3.666666667,25288.33333,2167
ENSG00000159593,8883,1167.275862,1910.305556,7816.6,1746.4
ENSG00000166589,1014,0.206896552,11.88888889,3983.75,2835.5
ENSG00000166592,6236,372.0344828,289.5,2386.5,1471.5
ENSG00000166595,51647,919.7241379,1203.305556,1637,732
ENSG00000237172,84752,751,688.6111111,386,2705
ENSG00000102871,8717,874.8965517,976.9444444,1232.333333,1438
ENSG00000196123,653319,1301.62069,1507.027778,1518,2889
ENSG00000179044,283849,91.51724138,81.25,2007.6,2650.4
ENSG00000125122,26231,80.5862069,60.41666667,3581.6,1372.2
ENSG00000135723,29109,873.0689655,677.1666667,8669.666667,3457.333333
ENSG00000168676,146212,7.310344828,2.916666667,21893.33333,3923
ENSG00000159713,51673,601.0689655,350.5,1025.333333,1301.333333
ENSG00000159714,29800,344.2068966,200.3055556,40018,2009
ENSG00000159720,9114,2044.37931,2019.25,20312,1706.333333
ENSG00000159723,181,0.793103448,1.25,958,764
ENSG00000102977,65057,437.2068966,508.8055556,357.5,2197
ENSG00000124074,84080,515.3793103,612.1944444,1277.5,1395
ENSG00000141098,81577,1005.448276,1185.611111,25374.33333,3033
ENSG00000141084,57610,895.7586207,1021.388889,25412.5,4069.333333
ENSG00000102901,80152,1521.344828,1738.111111,1905.75,2359.25
ENSG00000141086,1506,1.206896552,0.75,2248,1182
ENSG00000205220,5699,449.2068966,418.3888889,2736,4784
ENSG00000213398,3931,477.1034483,363.6388889,5750,1354
ENSG00000124067,6560,1796.862069,1467.833333,3542.555556,3480.777778
ENSG00000141096,64180,13.20689655,6,3150.5,1736.5
ENSG00000167261,64174,378.9310345,225.5555556,3048,1689.75
ENSG00000182810,55794,297.1034483,407.1388889,0,2594
ENSG00000103067,80004,1534.482759,2846.75,1659.333333,3671
ENSG00000103061,84138,571.862069,745.2222222,17444,1629
ENSG00000103056,55512,197.862069,161.8611111,31323.33333,5100
ENSG00000168802,54921,794.2413793,1002.611111,7640.333333,2895.666667
ENSG00000258429,64146,44.82758621,69.11111111,1634,1158
ENSG00000213380,84342,344.2758621,461.0277778,17016,2495
ENSG00000157315,146456,9.75862069,5.055555556,15248,940
ENSG00000132604,7014,876.2413793,812.3611111,21047,2057
ENSG00000181019,1728,2279.758621,7287.916667,7373.5,2483
ENSG00000141101,28987,1241.827586,1676.388889,11405.5,1709.5
ENSG00000223496,118460,769,891.6111111,0,1700
ENSG00000090861,16,2272.827586,2851.444444,25274,3085.5
ENSG00000157350,6483,931.3793103,511.5,35496.5,4932.5
ENSG00000103051,25839,1313,1990.833333,20042.25,3016.75
ENSG00000132613,92154,3121.275862,3436.472222,11215,2796.5
ENSG00000103043,55697,1115.241379,1251.666667,17952.6,2095
ENSG00000157423,54768,114.862069,159.3611111,30799.42857,5191.857143
ENSG00000180917,55783,657.6206897,996.3888889,2146,4052.333333
ENSG00000167377,7571,17.96551724,31.22222222,8235.166667,3024.833333
ENSG00000157429,7567,79.10344828,94.83333333,5113.5,2849.75
ENSG00000198650,6898,1.413793103,0.777777778,2689.666667,1701.666667
ENSG00000040199,23035,374.3793103,299.9444444,21165.25,5526.5
ENSG00000166747,164,2659.275862,3292.555556,7755.571429,5102.857143
ENSG00000102984,55565,207.2068966,314.5555556,5964,1892.857143
ENSG00000140830,54957,233.2068966,317.6111111,15413.5,2094.5
ENSG00000118557,83449,45.37931034,85.75,10463.4,2940
ENSG00000140836,463,2912.793103,2711.472222,256200,14419
ENSG00000140839,497190,42.48275862,65.02777778,3655.4,1506.8
ENSG00000090863,2734,4151.793103,3931.527778,75712.75,8550.5
ENSG00000168411,55159,714.7586207,1232.555556,16085.33333,4487.333333
ENSG00000168404,197259,856.6206897,711.1388889,26843,2194
ENSG00000103089,79152,611.3103448,471.4166667,20591.33333,2225.333333
ENSG00000103091,79726,1273.862069,1597.638889,16193.8,2374
ENSG00000166816,197257,152,251.5,2875.5,2037.5
ENSG00000168928,440387,0.379310345,0.305555556,4378,890
ENSG00000050820,9564,2128.689655,1925.305556,4057.8,3220.6
ENSG00000153774,10428,865.4827586,1060.305556,58704.66667,1241.333333
ENSG00000166822,124491,999.137931,910.3055556,8245,4001.25
ENSG00000183196,4166,27.34482759,23.55555556,9961.333333,4583.333333
ENSG00000135702,23563,2.344827586,1.861111111,9081.5,2721
ENSG00000205084,79583,198.3793103,216.4166667,4745.5,2318.5
ENSG00000065457,23536,716.9310345,817.5555556,21401,3574
ENSG00000065427,3735,3082.517241,4230.388889,6173.75,1359.25
ENSG00000140873,170692,36.96551724,39.83333333,56131.5,3178.5
ENSG00000178573,4094,2909.034483,1401,2115.5,4762.5
ENSG00000166446,124359,67.55172414,78.5,396530,2235
ENSG00000103121,56942,673.0689655,776.9166667,60148,730
ENSG00000166455,123775,48.5862069,47,18260,1769.5
ENSG00000140905,2653,99.34482759,147.8055556,12923,1506
ENSG00000166473,114780,145.0689655,32.63888889,5632.857143,4060.285714
ENSG00000184860,93517,197.2758621,366.3611111,22136,2775
ENSG00000135698,10200,876.862069,1059.194444,41924,1101
ENSG00000166558,146167,0.344827586,0.5,62132,1308
ENSG00000140943,8720,3320.827586,3288.805556,38692.5,3717
ENSG00000103160,83693,572.862069,796.9166667,19471.5,3585.5
ENSG00000103168,9013,1804.551724,2060.444444,1212,3433.125
ENSG00000168418,93107,0.137931034,0.111111111,8998.5,2481
ENSG00000140950,57707,668.5862069,1058.944444,23177.5,5145.5
ENSG00000103187,23406,4221.068966,2955.388889,101282,1825
ENSG00000153786,55625,1966.793103,1885.361111,22749.66667,3019.333333
ENSG00000153789,339145,12.44827586,8.555555556,12256,1894
ENSG00000131153,51659,120.4482759,453.8611111,8570.5,1013
ENSG00000154102,404550,526.0689655,750.0555556,85338,897
ENSG00000131148,10328,709.9655172,938.9722222,19002.5,1915.5
ENSG00000103248,64779,430.137931,568.5277778,4364.125,2815.875
ENSG00000260456,100506581,10.75862069,12.83333333,9098.666667,1035.666667
ENSG00000103264,79791,1037.758621,729.2222222,29067.33333,3600.333333
ENSG00000140948,23174,1190.655172,996.1111111,29542.33333,5228.333333
ENSG00000104731,54758,678.6896552,771.3055556,9339.5,1682.333333
ENSG00000103257,8140,1637.896552,2303.916667,69858,4543
ENSG00000174990,763,0.206896552,1.5,94808,1084
ENSG00000051523,1535,6168.931034,6334.055556,3681.666667,1000.333333
ENSG00000167508,4597,773.5862069,1069.083333,6166.5,2071
ENSG00000185669,333929,92.89655172,38.02777778,14160,1713
ENSG00000158717,115992,1297.689655,736.9166667,4235.666667,1984.666667
ENSG00000103335,9780,4414.103448,4409.75,12390,3549.4
ENSG00000198931,353,1674.724138,2492.583333,1726,740
ENSG00000141012,2588,669.3793103,852.9722222,10502.5,1922.5
ENSG00000205022,390748,4.620689655,1.25,1531.25,1162
ENSG00000129993,863,388.5517241,118.1944444,18794.6,2823.6
ENSG00000259803,146429,7.689655172,17.52777778,5002,1860
ENSG00000167522,29123,6283.689655,5861.277778,50317.875,5718
ENSG00000131165,5119,1943.896552,2276.444444,2800.75,2357
ENSG00000158792,124044,406.7586207,323.6111111,3683,1674
ENSG00000075399,9605,765.6551724,809.6666667,10275,2939.5
ENSG00000187741,2175,372.4482759,900.6388889,15064.33333,2874.5
ENSG00000177946,92806,233.4482759,290.3611111,0,3058
ENSG00000003249,79007,124.3103448,427.6666667,5374.333333,2102.333333
ENSG00000221819,750,0.206896552,0.111111111,0,994
ENSG00000126856,11105,0.413793103,0.972222222,3417.2,1962.8
ENSG00000262061,100506388,35.68965517,4.583333333,1269,1015
ENSG00000187624,400566,111,125.9444444,5002,1839
ENSG00000167695,79850,748.5517241,674.3888889,5323.333333,2017
ENSG00000171861,55178,312.0689655,370.7222222,16856,1801
ENSG00000177370,29928,324.137931,353.9444444,6722,1673
ENSG00000205899,727857,0.172413793,0.138888889,0,708
ENSG00000184811,286753,10.86206897,0.972222222,35458,3596
ENSG00000167716,124997,1424.482759,985.8611111,4718.8,4015.2
ENSG00000167711,5345,119.2413793,71.13888889,6708,2212.666667
ENSG00000132386,5176,6695.689655,1300.833333,28136,1533
ENSG00000132383,6117,1780.482759,1841.194444,130462,4345
ENSG00000108963,1801,742.0344828,683.25,1606.571429,2237
ENSG00000262664,124641,0,0,746,1076
ENSG00000177374,3090,1497.655172,281.6944444,585.3333333,3481
ENSG00000167720,63826,236.5172414,182.6666667,7992.666667,1734.333333
ENSG00000141258,9905,3335.827586,2591.277778,10229.25,3988
ENSG00000007168,5048,3867.793103,3466.055556,33363.66667,3949.333333
ENSG00000132359,23108,721.4827586,708.75,234663.5,6640.5
ENSG00000172150,26189,0.034482759,0.027777778,0,930
ENSG00000172146,8383,0,0,0,930
ENSG00000159961,8392,0.103448276,0.055555556,0,966
ENSG00000108381,443,612.3793103,86.72222222,22966.5,1384.5
ENSG00000040531,1497,394.0689655,397.1111111,9066.6,4144.4
ENSG00000127774,83460,545.2758621,705.5,141.5,731.5
ENSG00000177602,83903,27.17241379,67.27777778,0,2796
ENSG00000167740,124936,573.9655172,483.1111111,8435.333333,1539.666667
ENSG00000182557,201305,58,20.22222222,52456.5,1824.5
ENSG00000183018,124976,1072.689655,341.3888889,18628.5,3507.5
ENSG00000188176,342527,84.20689655,36.94444444,21949,2111
ENSG00000141480,409,2008.62069,1127.25,2267.5,1817.75
ENSG00000161920,400569,423.1724138,411.5277778,2688,830
ENSG00000141497,84225,169.3103448,101.5,2493,2393
ENSG00000142484,9032,0.172413793,0.333333333,21224,708
ENSG00000182327,388323,2.551724138,9.666666667,818,1222
ENSG00000142507,5694,1806.586207,2292.777778,1498,862
ENSG00000129219,5338,1339.344828,1300.583333,7264.666667,3106.333333
ENSG00000141503,50488,4319.517241,4272.166667,9768.285714,5001.428571
ENSG00000205710,100130311,126.4827586,67.83333333,152.5,2061
ENSG00000185245,2811,22.55172414,2.111111111,466,2501
ENSG00000108523,26001,2145.310345,2087.638889,1054.5,1284
ENSG00000108515,2027,181.5862069,194.75,1160,1352.4
ENSG00000129250,10749,4652.448276,3563.472222,45070,7917
ENSG00000180787,124961,230.7586207,204.9722222,25842,4995
ENSG00000129204,9098,10.10344828,5.638888889,13583,6647.25
ENSG00000029725,9135,1696.689655,1471.972222,21663.85714,2996.857143
ENSG00000129197,84268,1434.137931,1664.25,1938.9,1736
ENSG00000167842,79003,656.1034483,642.0277778,704.2,2398.2
ENSG00000179314,23302,92.24137931,40.27777778,17687.8,5696
ENSG00000129195,54478,43.13793103,215.2222222,5129.5,1521.5
ENSG00000129235,84817,1858.62069,2655.083333,3130,2075
ENSG00000132530,54739,4482.793103,5371.638889,3150.428571,2980
ENSG00000177294,162517,11.68965517,13.66666667,9355.5,1512.5
ENSG00000262943,245,118.8275862,382.6944444,14829.66667,2018
ENSG00000108839,239,50.17241379,183.9166667,6269.5,1690.5
ENSG00000161940,255877,644.5517241,236.6666667,3044,3522.5
ENSG00000174327,201232,123.3103448,176.5277778,4598,1748
ENSG00000072778,37,11019.62069,10040.77778,1797,2235
ENSG00000170291,23587,715.6206897,709.5277778,1403.166667,1542.833333
ENSG00000181856,6517,453.8275862,25.02777778,1783.666667,2737
ENSG00000132507,1984,7428.862069,9663.25,1391.6,1231.6
ENSG00000072818,9744,1226.827586,360.4444444,24876,2508
ENSG00000213859,147040,1043.137931,1433.972222,0,3055
ENSG00000182896,339168,3.896551724,5.166666667,590,1150.333333
ENSG00000174292,8711,396.6896552,628.1388889,3891,2944.666667
ENSG00000169992,57555,1530.241379,1127.944444,14072,4642
ENSG00000181323,374768,0.206896552,0.277777778,582,982
ENSG00000184560,201243,0.344827586,0.75,606,1649
ENSG00000181284,284114,281,397.2777778,186,1897.5
ENSG00000161958,2256,97.96551724,400.6666667,1384.25,2031.75
ENSG00000170175,1140,144.3103448,246.0277778,5796.333333,2263.333333
ENSG00000259224,643664,0.24137931,0.166666667,936,1195
ENSG00000181222,5430,5247.241379,5558.888889,18278,4531
ENSG00000239697,8742,625.7931034,224.8611111,7327.5,1505.5
ENSG00000248871,407977,0,0,21374,1864
ENSG00000161955,8741,134.5172414,133.8611111,506.5,2081
ENSG00000161956,26168,281.6551724,287.1388889,3789.5,2036
ENSG00000129226,968,3.75862069,4.777777778,809.5,1815.5
ENSG00000129255,9526,1286.931034,1252.055556,619.8,1534.6
ENSG00000129214,6462,11.20689655,6.888888889,1024.3,925.8
ENSG00000129244,482,223.8275862,34.05555556,7008,3332
ENSG00000141499,55135,189.9310345,244.1111111,2335.714286,1753.142857
ENSG00000108947,1949,99.10344828,152.8888889,5910,3219
ENSG00000183914,146754,69.75862069,71.94444444,11757.5,5703.25
ENSG00000132510,23135,5758.103448,3039.666667,5240.5,5284.5
ENSG00000167874,92162,320.6206897,91.58333333,320,874
ENSG00000182224,124637,581.862069,389.4444444,1582,3746
ENSG00000170004,1107,10546.72414,9066.805556,3557.333333,4972.166667
ENSG00000170037,116840,1032.517241,1191.638889,5000.25,3018
ENSG00000132518,3000,8.24137931,20.55555556,28096,3623
ENSG00000179593,247,44.82758621,148.8333333,2958.8,2703.8
ENSG00000178921,5198,688.5862069,800.3055556,4415.75,3477.75
ENSG00000108961,29098,471.6206897,440.25,215.5,966.5
ENSG00000198844,22899,720.0344828,257.8055556,2102,3564
ENSG00000184650,146852,2.137931034,6.166666667,5199.5,976.5
ENSG00000166579,81565,1698.827586,1536.194444,29910.5,2415.5
ENSG00000065320,9423,791.8965517,112.1666667,433010,5954
ENSG00000166596,146845,2.482758621,2.916666667,43030,2188.333333
ENSG00000154914,124739,191.7931034,306.5555556,21341.8,3611.2
ENSG00000065325,9340,319.1724138,5.5,38891.5,1206
ENSG00000170222,56985,193.2413793,172.0833333,3335.25,1369.75
ENSG00000188803,388336,27.27586207,4.833333333,79310,7128.75
ENSG00000007174,1770,10.93103448,2.444444444,10409.2,6347.8
ENSG00000065559,6416,1083.551724,1171.944444,47444.5,3596
ENSG00000141052,93649,1282.62069,83.41666667,27996.5,5476.25
ENSG00000006740,9912,385.6206897,222.2777778,30273.57143,3720
ENSG00000006695,1352,360.137931,378.7222222,90892.33333,2853
ENSG00000125430,9953,239.7586207,114.1388889,85910,2032
ENSG00000187607,57335,215.1034483,281.3333333,7750.25,5084.5
ENSG00000214946,353149,0.482758621,1.138888889,6446.666667,1694.333333
ENSG00000170425,136,315.3103448,297.6388889,58190,1885
ENSG00000011295,54902,1646.793103,1619.638889,7142.5,3332.25
ENSG00000108474,9487,406.2413793,495.2222222,103436.5,1311
ENSG00000170315,7314,14770.10345,15814.41667,831,856.5
ENSG00000187688,51393,556.0689655,216.4444444,18959,2503
ENSG00000170160,9720,5.517241379,3,66410,5429
ENSG00000188933,100129396,1.655172414,1.916666667,0,1759
ENSG00000133030,23164,6385.137931,5184.805556,21482.42857,10452.85714
ENSG00000205309,56953,44.44827586,37.30555556,42701,1597
ENSG00000141026,55090,371.1034483,388.4722222,28026,2222
ENSG00000108557,10743,2740.689655,3149.055556,66518,6662.5
ENSG00000171962,83450,99.06896552,82.69444444,18719.25,2101
ENSG00000141034,79018,484.3448276,400.3611111,49752,4232
ENSG00000108591,1819,1132.931034,1180.222222,14669.5,1674.5
ENSG00000091536,51168,50.37931034,74.52777778,7569.7,3872.7
ENSG00000091542,54890,2093.586207,1587.027778,45936,3433
ENSG00000131899,3996,905.8275862,914.2222222,30058,4224
ENSG00000177427,125170,251.8965517,257.4722222,1628.666667,2517.666667
