MGI ID,Entrez ID,mRNA copy number average [molecules/cell],mRNA half-life average [h],transcription rate (vsr) average [molecules/(cell*h)],Average Intron Length,Average Transcript Length
MGI:MGI:105118,17145,NA,NA,NA,0,1143
MGI:MGI:105109,17147,NA,NA,NA,0,2341
MGI:MGI:2385045,224640,15.83,6.28,1.78,12243,2595
MGI:MGI:2443386,230935,NA,10.73,NA,22975.5,1735.083333
MGI:MGI:2148922,110147,32.42,13.83,2.79,6710,1771.071429
MGI:MGI:2685515,268739,12.68,9.18,1.22,1122,2016.269231
MGI:MGI:2384966,217664,20.02,7.35,2.29,0,2614
MGI:MGI:2685886,14.23,7.54,1.59,MGI:MGI:2685886,NA,NaN
MGI:MGI:1913773,66523,NA,8.58,NA,12801,2694.666667
MGI:MGI:2679923,218343,6.44,9.52,0.79,43109,2302.5
MGI:MGI:104724,14149,3.35,7.97,0.36,5714.5,1213
MGI:MGI:1924076,76826,NA,NA,NA,153326.5,1222.6
MGI:MGI:87940,110355,27.82,12.64,2.38,14506,1473.7
MGI:MGI:1914595,67345,10.64,7.92,1.15,1930.5,1635.545455
MGI:MGI:107685,18844,63.55,11.49,5.15,21997.5,2848
MGI:MGI:1915406,101314,50.86,9.29,4.83,11085,1095
MGI:MGI:1916405,69155,8.87,8.93,0.87,16091,2699
MGI:MGI:1934234,108083,11.85,8.84,1.17,15133.5,2814.5
MGI:MGI:95598,14352,NA,NA,NA,NA,NaN
MGI:MGI:3644552,641366,NA,NA,NA,NA,NaN
MGI:MGI:108014,20017,19.67,8.62,1.98,11505,1752.4
MGI:MGI:1920230,207425,6.88,8.89,0.71,21673.5,2740.111111
MGI:MGI:1919449,72199,13.18,9.51,1.23,19260.5,2463.777778
MGI:MGI:1195270,22401,11.96,7.46,1.35,13519.5,5303
MGI:MGI:1098673,52206,27.87,10.32,2.44,15154.5,1085.416667
MGI:MGI:102784,21804,20.97,7.86,2.29,4259,1980.153846
MGI:MGI:1915171,67921,20.59,6.38,2.64,16615.5,1377.9
MGI:MGI:1332235,18181,9.79,5.21,1.81,62712,1856.25
MGI:MGI:1098269,16574,NA,NA,NA,77432,1598.333333
MGI:MGI:1917562,70312,23.22,7.3,2.67,1602,1327
MGI:MGI:1915804,68554,NA,NA,NA,2250.5,599.3333333
MGI:MGI:1890169,59079,19.52,9.33,1.85,85124,5459
MGI:MGI:1921409,74159,8.08,13.34,0.6,27637,2482.25
MGI:MGI:2442486,319653,3.92,4.52,0.68,16338,2453.571429
MGI:MGI:1347053,26431,10.16,9.3,1.09,23783,2370.8
MGI:MGI:96702,110308,NA,NA,NA,3632,2197
MGI:MGI:1917057,69807,10.29,3.82,2.07,7953.5,1890.25
MGI:MGI:1332638,22404,13.61,6.9,1.64,14582,2617.75
MGI:MGI:2385076,225745,6.03,6.63,0.75,9210,1004
MGI:MGI:1919318,72068,23.02,5.09,3.58,78704,1339.263158
MGI:MGI:107629,269593,14.12,4.82,2.31,36874,4458.666667
MGI:MGI:2137624,107939,24.69,6.42,2.8,12826,5580
MGI:MGI:1925288,78038,6.36,14.96,0.43,12220,1029.5
MGI:MGI:1922118,74868,8.16,7.17,1.15,37515,3747
MGI:MGI:1913878,66628,8.15,5.93,1.11,3463,1324.8
MGI:MGI:101876,21676,25.93,9.13,2.5,149891,2468.071429
MGI:MGI:109241,21678,25.93,9.13,2.5,8037.5,1766.5
MGI:MGI:104904,21677,25.93,9.13,2.5,8115.5,868.1764706
MGI:MGI:1858199,51813,3.31,9.8,0.3,19451.5,1751.875
MGI:MGI:109298,17164,48.33,12.1,3.79,28118,1764.5
MGI:MGI:894703,107449,84.18,8,9.06,63136.5,5078.333333
MGI:MGI:1860454,54383,35.95,8.15,3.8,56381,1721.583333
MGI:MGI:1924366,77116,23.94,9.44,2.25,31097.5,1692.666667
MGI:MGI:1355322,50912,36.99,10.43,3.34,13469,1768.875
MGI:MGI:1932404,83946,6.4,5.54,0.92,56971.5,2948.090909
MGI:MGI:104990,14629,17.12,4.91,2.74,24724,1572.333333
MGI:MGI:1914198,66948,3.82,8.72,0.44,10807,1563.625
MGI:MGI:1914234,381379,10.42,8.27,1.08,4422,1418.5
MGI:MGI:2176230,171504,11.03,14.28,0.78,285.5,1164.2
MGI:MGI:1933213,83768,11.48,7.88,1.24,995.5,1220.8
MGI:MGI:1917084,69834,10.03,7.77,1.11,16571.5,2366
MGI:MGI:2685815,381229,NA,NA,NA,94323,3345
MGI:MGI:1915725,68475,26.33,8.79,3.02,348,810.75
MGI:MGI:2444133,320487,12.12,11.88,0.97,59388,3709.4
MGI:MGI:2387183,217366,NA,4.52,NA,2498,1524.6
MGI:MGI:95321,13723,NA,23.79,NA,22463.5,1376
MGI:MGI:1923596,109093,6.09,9.81,0.56,25641.5,864.4285714
MGI:MGI:2384888,214917,11.88,7.24,1.86,977,800
MGI:MGI:1341857,17120,19.49,16.66,1.24,202596,1361.833333
MGI:MGI:2141813,101437,8.55,11.41,0.7,34567.5,1467.8
MGI:MGI:2684954,227619,17.89,12.05,1.4,5220,1351.333333
MGI:MGI:3525053,333654,3.53,7.65,0.25,5238,1269.25
MGI:MGI:88930,28193,17.63,12.74,1.33,43598,3064.333333
MGI:MGI:1922815,75565,13.24,10.68,1.13,7331,612.9
MGI:MGI:1928481,56048,20,8.84,1.97,12087.5,1776.3
MGI:MGI:1920112,226139,3.51,7.72,0.39,8317.5,2589
MGI:MGI:1914357,106585,1.72,5.64,0.24,63437,1980.090909
MGI:MGI:1913322,66072,9.3,10.26,0.82,21601,3096
MGI:MGI:1918976,71726,NA,4.94,NA,5927.5,3001.4
MGI:MGI:1196608,20534,9.82,7.81,1.08,3133,1349.769231
MGI:MGI:1920353,73103,NA,NA,NA,39138.5,628
MGI:MGI:1913435,66185,8.69,10.76,0.74,47890.5,5677
MGI:MGI:1919670,381626,8.44,7.65,0.93,18682.5,3751.833333
MGI:MGI:1914505,67255,2.38,5.65,0.34,1720.5,2695
MGI:MGI:3505790,218503,5.2,5.33,0.78,47745.5,2384.833333
MGI:MGI:1098643,52064,7.48,7.72,0.82,13489,1495.5
MGI:MGI:1913841,66591,3.99,2.64,1.12,4895,1272
MGI:MGI:1313277,22318,7.43,5.43,1.09,888,1079.4
MGI:MGI:1916806,69556,19.45,9.81,1.86,4876.5,1096.5
MGI:MGI:2136459,217866,18.8,15.24,1.25,18941,1835
MGI:MGI:1926143,78893,NA,13.7,NA,32195,2378.25
MGI:MGI:2676308,223752,NA,5.05,NA,46076.5,2847.8
MGI:MGI:2153063,170736,24.32,8.62,2.48,41020,1259.5
MGI:MGI:2446078,105663,4.01,5.89,0.54,21642,2133.5
MGI:MGI:1917343,70093,14.18,9.06,1.37,7057.5,2363.5
MGI:MGI:1330805,19338,4.51,3.32,1.02,9009,2212.5
MGI:MGI:2139354,99371,7.2,13.63,0.52,52080.5,4809.5
MGI:MGI:1916520,69270,9,7.25,1.04,17145,669
MGI:MGI:1858435,53951,4.24,17,0.27,1807.5,1362.75
MGI:MGI:102722,18541,9.59,10.6,0.82,33806.5,4154.428571
MGI:MGI:103038,20848,13.63,12.75,1.03,25242.5,1687.285714
MGI:MGI:1923784,100273,12.66,10.32,1.11,41762,1326.75
MGI:MGI:1915101,67851,6.81,6.37,1.63,11230,536.3333333
MGI:MGI:2444554,227743,10.86,16.52,0.69,46966,1340.090909
MGI:MGI:1338799,14885,7.97,11.7,0.64,2802.5,872.4166667
MGI:MGI:1914487,99375,26.77,9.73,2.45,20347,1555.125
MGI:MGI:1277953,19889,3.51,10.01,0.32,35676.5,2694.6
MGI:MGI:1923816,76566,NA,NA,NA,5077,3512
MGI:MGI:2384853,213233,10.01,11.24,0.76,5576,2352
MGI:MGI:2150152,94232,24.95,8.41,2.56,6567.5,1306.4
MGI:MGI:1915985,68735,38.62,7.97,4.14,2754.5,481.5
MGI:MGI:2442978,270086,4.63,11.01,0.39,13771,2641.714286
MGI:MGI:1921570,74320,5.68,8.53,0.58,12660.5,2224
MGI:MGI:2447810,353258,11.69,8.48,1.6,11042.5,1480.5
MGI:MGI:99878,19042,19.01,8.39,1.95,19733.5,2477.166667
MGI:MGI:1289171,52686,12.37,4.73,2.05,6939.5,1329
MGI:MGI:1924730,77480,9.45,11.12,0.78,42945,2756.6
MGI:MGI:1919737,108909,NA,NA,NA,12118,1392.125
MGI:MGI:1921357,74107,7.55,4.47,1.32,16819.5,2195.333333
MGI:MGI:99495,14312,NA,NA,NA,3822,1933.230769
MGI:MGI:1920393,207615,3.59,4.74,0.59,36830.5,1337.6875
MGI:MGI:97598,18753,18.45,7.21,2.16,14803,1814.538462
MGI:MGI:1933159,81018,10.04,5.47,1.47,15627.5,2496
MGI:MGI:1919207,71957,NA,11.4,NA,8675,1238.142857
MGI:MGI:1915384,68134,8.49,6.8,2.07,13310.5,1892.333333
MGI:MGI:1921772,74522,17.81,5.8,2.48,19157.5,2086.166667
MGI:MGI:98737,21825,NA,NA,NA,4788,3253.5
MGI:MGI:1351602,27369,6.03,5.87,0.83,20892.5,891.1428571
MGI:MGI:2153045,140579,8.01,9.82,0.73,19278.5,1965.916667
MGI:MGI:1913128,54399,NA,3.33,NA,19777.5,783.875
MGI:MGI:96921,17187,NA,NA,NA,11674,1003.333333
MGI:MGI:1915678,68428,9.46,16.58,0.6,58195.5,3000.4
MGI:MGI:1355295,50887,6.78,18.69,0.52,6937,1934
MGI:MGI:1306795,11641,19.15,7.36,2.19,54035,5187.285714
MGI:MGI:1934601,242481,19.15,7.36,2.19,172795.5,1861.6
MGI:MGI:1919790,217026,8.19,9.19,0.78,14208.5,2253.8
MGI:MGI:1913523,66273,4.5,13.77,0.32,26440.5,658.0714286
MGI:MGI:1920988,73738,17.52,9.67,1.62,14905.5,971.3333333
MGI:MGI:1354727,29856,20.84,8.28,2.17,6370,2040.8
MGI:MGI:109242,20729,21.22,3.22,4.96,30662,4259.5
MGI:MGI:2667176,210146,3.51,5.99,0.38,1829,6083
MGI:MGI:1915038,67788,31.31,6.51,3.95,2250,1583
MGI:MGI:1202301,16396,6.73,8.49,0.69,40582,2953.428571
MGI:MGI:1914446,67196,5.2,3.59,1.1,5294,848.75
MGI:MGI:1914862,59052,28.38,9.83,2.6,40217.5,942.6666667
MGI:MGI:109596,100502766,NA,NA,NA,8155,1491.428571
MGI:MGI:2388479,226849,NA,12.22,NA,24896,1297.142857
MGI:MGI:2684988,668173,NA,4.83,NA,2568.5,1206.4
MGI:MGI:99418,16439,NA,NA,NA,231040,3023.9
MGI:MGI:1858732,50868,16.18,9.94,1.57,3603,2485.833333
MGI:MGI:1919824,75553,22.79,13.09,1.68,19371,1609.416667
MGI:MGI:1339656,18481,4.58,3.53,0.98,183615,5361.8
MGI:MGI:2142048,233900,18.06,8.91,1.77,6885,2485.166667
MGI:MGI:1339968,107869,NA,6.11,NA,16843,945.25
MGI:MGI:1353574,30932,16.96,6.46,2.19,1913.5,1582.285714
MGI:MGI:1333763,13854,38.09,12.29,3.08,9025.5,1368.714286
MGI:MGI:1915760,68510,24.27,23.4,1.43,9863,2277.8
MGI:MGI:1347359,26558,20.11,10.08,1.8,2317.5,1396.75
MGI:MGI:1278330,20598,5.24,7.01,0.63,536.5,1640.111111
MGI:MGI:109419,14084,8.26,22.53,0.43,183183.5,1925.666667
MGI:MGI:96624,16440,24.26,21.08,1.32,55930,8990
MGI:MGI:104517,22596,5.04,14.92,0.34,84977,2555
MGI:MGI:1921375,74125,4.75,9.14,0.46,51431.5,2642
MGI:MGI:103097,17222,21.44,20.37,1.19,34719,2251.363636
MGI:MGI:1914007,66757,3.01,5.56,0.57,9017,1466
MGI:MGI:NA,10.63,4.33,2.41,MGI:MGI:NA,NA,NaN
MGI:MGI:2147092,224907,12.79,7.91,1.38,2565.5,2271.5
MGI:MGI:2139135,99152,18.2,11.78,1.45,5663.5,1365.75
MGI:MGI:1914978,67728,8.91,5.36,1.32,558.5,1972.25
MGI:MGI:1202717,19164,17.73,12.69,1.34,24068,1780.2
MGI:MGI:109284,19165,17.73,12.69,1.34,9730.5,1297.583333
MGI:MGI:1915291,68041,14.65,5.17,2.24,1702.5,1229.75
MGI:MGI:1918025,228880,13.46,7.26,1.55,38891,2381.047619
MGI:MGI:1347044,26429,6.58,6.6,0.82,32545,1219.333333
MGI:MGI:1352480,29817,93.32,13.56,6.77,57639.5,1158
MGI:MGI:88075,11881,15.46,39.78,0.76,133118.5,3632
MGI:MGI:1196398,101994,11.97,3.8,2.41,7972.5,3995
MGI:MGI:107701,12039,7.31,16.72,0.46,14092,1325
MGI:MGI:107927,19877,5.54,9.11,0.62,92329,3390.5
MGI:MGI:1917810,70560,3.33,7.51,0.37,69211.5,2155.2
MGI:MGI:2442308,218639,NA,5.63,NA,359623,2110.666667
MGI:MGI:2138299,98404,3.1,4.08,0.58,13780,3458
MGI:MGI:2384812,210992,15.75,3.72,3.22,43392.5,2201.666667
MGI:MGI:2142037,233065,7.7,8.7,0.79,2845.5,790.8181818
MGI:MGI:1914664,67414,11.51,14.82,0.78,23953.5,1333.7
MGI:MGI:1096376,20336,14.68,14.58,1.01,365884.5,2113
MGI:MGI:1916951,66432,15.42,5.52,2.24,4529,1772.333333
MGI:MGI:1352755,29870,NA,5.14,NA,14040.5,2666.5
MGI:MGI:1097668,22271,10.58,9.79,0.97,9520,779.3333333
MGI:MGI:3580376,380664,4.02,3.48,0.83,51144,4556.5
MGI:MGI:1923578,109077,20.85,6.19,2.75,3590.5,1554.666667
MGI:MGI:1920407,70676,1.56,12.78,0.12,173537,1849.5
MGI:MGI:1347078,26385,36.89,12.34,3.23,6478.5,2375.571429
MGI:MGI:2447364,229512,43.73,9.52,4.1,10881.5,1440.222222
MGI:MGI:1915508,107373,19.89,5.21,3.65,25405.5,2813
MGI:MGI:95872,110006,26.84,17.59,1.63,6615,1688
MGI:MGI:1916987,69737,5.57,7.37,0.64,19137,2286
MGI:MGI:2140466,230696,2.78,8.17,0.29,15611.5,2984.5
MGI:MGI:2449121,171567,8.34,11.61,0.67,97203,1350.1
MGI:MGI:2139793,99712,9.64,7.49,1.09,25250.5,1327.857143
MGI:MGI:96396,15901,49.68,3.03,12.87,226,934
MGI:MGI:1341859,14874,3.88,8.55,0.41,10561.5,1230.5
MGI:MGI:109233,110033,15.78,7.29,1.82,4413.5,1310.333333
MGI:MGI:1098622,51869,9.93,5.41,1.66,24254,3242
MGI:MGI:1889364,433693,16.79,4.75,2.77,12806.5,1089
MGI:MGI:3603816,231510,4.2,5.22,0.64,402,1941.2
MGI:MGI:1920402,105014,5.09,6.04,0.68,3311,1480
MGI:MGI:95775,14681,3.55,15.38,0.24,71513.5,1543.727273
MGI:MGI:1919786,380608,9.32,3.29,2.65,3834,2312
MGI:MGI:3615484,72536,9.32,3.29,2.65,2953.5,1545
MGI:MGI:1922546,75296,9.32,3.29,2.65,19821.5,2149
MGI:MGI:1338822,14007,2.83,10.87,0.23,481654,3077.592593
MGI:MGI:1918180,70930,7.81,5.48,1.14,14085.5,2736
MGI:MGI:2445020,69940,9.29,8,0.99,19534.5,2163.090909
MGI:MGI:97615,18803,13.84,10.46,1.2,13983,2284.333333
MGI:MGI:1289164,52683,NA,14.5,NA,7026,1459
MGI:MGI:109568,22380,4.59,7.7,0.5,9401.5,2743
MGI:MGI:1925764,78514,13.11,15.04,0.88,264580.5,2529
MGI:MGI:1333889,12236,21.8,12.7,2.75,22131,1322
MGI:MGI:1917052,69802,6.1,5.45,0.89,4623,998.5
MGI:MGI:2441932,213760,NA,11.31,NA,13895.5,1957.833333
MGI:MGI:2443011,223697,40.82,5.79,5.68,8120.5,2294.2
MGI:MGI:1922462,75212,19.14,8.33,1.98,34410,1296.428571
MGI:MGI:1914053,232210,15.71,6.45,2.01,11943,938.8571429
MGI:MGI:1934029,84092,13.07,14.92,0.89,48117.5,3920.666667
MGI:MGI:1349394,26921,52.76,13.54,3.81,60203,2189.352941
MGI:MGI:1859270,53413,NA,17.77,NA,8585.5,1715.2
MGI:MGI:2138937,269252,11.16,4.53,1.92,7669,3847.75
MGI:MGI:1913732,66482,6.08,11.83,0.48,82615,1961.285714
MGI:MGI:1927155,56457,24.52,23.72,1.25,19211.5,1678.555556
MGI:MGI:1337080,20602,27.43,12.33,2.12,13314,4370.866667
MGI:MGI:1913430,66180,30.57,10.94,2.57,3201.5,1243.5
MGI:MGI:104676,17156,10.75,16.37,0.69,72033.5,2110.6
MGI:MGI:1337124,12764,NA,11.04,NA,8908.5,1414.6
MGI:MGI:2442163,243819,37.1,17.43,2.27,19317.5,1585.5
MGI:MGI:95294,13649,7.81,8.32,0.81,68843.5,2955.2
MGI:MGI:2140175,100017,10.34,6.08,1.38,10376,2697.666667
MGI:MGI:1921344,74094,27.6,4.77,4.54,11510,1064.529412
MGI:MGI:1916559,69309,52.38,8,5.59,1411.5,923.5
MGI:MGI:2445217,321003,4.6,5.91,0.63,44239,2136.428571
MGI:MGI:1919515,72265,9.31,12.3,0.72,16767.5,1343.333333
MGI:MGI:1329041,24018,3.61,9.35,0.37,107248,2156.2
MGI:MGI:104557,110651,7.71,8.23,0.8,75552.5,1672.222222
MGI:MGI:2178217,100986,6.45,11.16,0.54,13747.5,2261.8
MGI:MGI:2444098,320473,6.87,18.27,0.41,47914.5,3261.166667
MGI:MGI:1915296,68046,8.93,4.22,1.64,5834,809.6
MGI:MGI:1921506,74256,8.91,11.59,0.72,26182.5,5186.7
MGI:MGI:1921642,74392,11.26,6.81,1.42,50033.5,3657.285714
MGI:MGI:1924284,77034,22.59,8.42,2.13,3689,2731
MGI:MGI:105079,22135,23.15,7.36,2.65,NA,NaN
MGI:MGI:105080,22134,23.15,7.36,2.65,3556,5013
MGI:MGI:1921450,74200,21.47,3.4,4.41,12937.5,1802.6
MGI:MGI:1917806,70556,9.88,6.09,1.45,28355,1887
MGI:MGI:96676,16588,6.14,2.6,1.75,5931.5,906.3333333
MGI:MGI:97604,18770,NA,NA,NA,5809,1344.2
MGI:MGI:1335091,16969,9.02,4.39,1.6,8506.5,2097.833333
MGI:MGI:2384899,215194,16.94,6.76,3.02,6001,1427.571429
MGI:MGI:1916953,218885,3.23,7.61,0.36,3615.5,1090
MGI:MGI:1328337,18392,5.13,3.35,1.16,8428.5,995.8
MGI:MGI:1919880,72630,5.5,8.2,0.58,15678,2016
MGI:MGI:2139207,227648,10.7,11.29,0.88,9356.5,3154.25
MGI:MGI:98446,20933,22.93,3.7,4.75,1856,1715.666667
MGI:MGI:1917056,69806,12.41,17.14,0.77,195158.5,1340.875
MGI:MGI:88460,12834,71.79,39.09,2.03,20661.5,4504.666667
MGI:MGI:107403,12747,18.41,2.57,5.46,5499,1531.384615
MGI:MGI:1098551,12750,18.41,2.57,5.46,5156,1062
MGI:MGI:108091,12927,22.98,5.99,3.11,20450.5,2755
MGI:MGI:1930089,54387,14.89,13,1.11,20849,1518.5
MGI:MGI:1345669,23894,8.34,11.07,0.7,16904,985.3333333
MGI:MGI:891999,110532,9.07,6.99,1.09,82496,3863.307692
MGI:MGI:1201690,17760,17.07,10.07,1.53,58517,2900.875
MGI:MGI:2442463,238330,NA,NA,NA,0,4098
MGI:MGI:1918995,71745,6.71,13.44,0.49,25196.5,2038.714286
MGI:MGI:1927168,56405,9.76,4.59,1.66,19221,1252.8
MGI:MGI:2146220,106052,3.47,13.19,0.26,6340,865.3333333
MGI:MGI:1277143,209357,6.51,9.1,0.63,8295,1256.4
MGI:MGI:1915764,68514,7.55,11.44,0.61,5650,1150.6
MGI:MGI:109548,11487,26.1,19.31,1.5,49083,2190.5
MGI:MGI:3712326,671535,23.89,9.47,2.24,882,2015.166667
MGI:MGI:2138993,99010,20.76,8.97,1.84,3514.5,1137.5
MGI:MGI:1916177,68927,12.82,6.65,1.67,23355,1704
MGI:MGI:1926263,55932,5.69,18.29,0.28,2302.5,1526.857143
MGI:MGI:1918175,70925,2.51,4.02,0.48,1109.5,3428.5
MGI:MGI:1918963,71713,5.95,5.37,0.88,36640,2364
MGI:MGI:2442558,223658,12.9,19.74,0.73,27350.5,2627.333333
MGI:MGI:1916185,98685,NA,NA,NA,20307.5,2339.166667
MGI:MGI:109447,13018,16.11,6.34,2.08,23641,1318.833333
MGI:MGI:2444236,320538,2.89,5.42,0.55,47269.5,4090.666667
MGI:MGI:1346862,26420,6.24,9.37,0.59,31370.5,3014.9
MGI:MGI:1346863,26414,6.24,9.37,0.59,150675,3521.272727
MGI:MGI:1927073,63959,43.42,13.11,3.21,5879,1117.24
MGI:MGI:1914617,67367,10.63,4.05,2.02,18955,1437.75
MGI:MGI:1920136,72886,6.94,4.38,1.23,4516.5,1262.333333
MGI:MGI:1915549,68299,10.08,15.83,0.7,66309.5,1273.4375
MGI:MGI:1918007,70757,5.54,22.72,0.29,68074,1469.333333
MGI:MGI:1313271,20872,15.8,12.13,1.23,1004.5,969.6666667
MGI:MGI:2443554,320191,2.46,9.5,0.23,42974.5,3015.4
MGI:MGI:97312,18033,31.33,8.56,3.18,90175,2614.625
MGI:MGI:2444576,240641,6.35,6.14,0.85,25075.5,2332.75
MGI:MGI:2384568,235041,12.31,10.06,1.1,14704.5,2957.333333
MGI:MGI:1926790,56371,26.55,8.52,2.7,5943.5,1707.833333
MGI:MGI:1916476,69226,3.19,4.06,0.61,143671.5,1437
MGI:MGI:1916340,69090,9.23,14.93,0.71,58747,1384.333333
MGI:MGI:106250,226090,5.36,21.06,0.3,17455.5,2699.285714
MGI:MGI:97239,17850,4.83,11.6,0.39,13417,2132
MGI:MGI:2153608,140499,NA,11.04,NA,12367.5,1394.727273
MGI:MGI:891964,24127,4.75,7.51,0.53,48371,4234.428571
MGI:MGI:1338829,18633,6.07,8.32,0.83,3047,959
MGI:MGI:1337995,224023,29.87,7.9,3.22,9401.5,1466.571429
MGI:MGI:1924809,77559,4.69,17.1,0.29,36772.5,4463.5
MGI:MGI:2135601,55963,13.13,6.05,1.76,26608,3899
MGI:MGI:1917747,70497,8.89,6.21,1.17,67632,2673.888889
MGI:MGI:1929278,56374,50.18,15.22,3.35,20734,1083
MGI:MGI:2447768,231128,9.35,5.87,1.29,60133,2496.2
MGI:MGI:1859610,209416,4.18,8.84,0.45,5617,1607
MGI:MGI:1921664,74414,25.42,8.81,2.84,8439.5,1469.5
MGI:MGI:1919421,72171,9.03,7.86,0.98,51815.5,2798.5
MGI:MGI:109342,16865,11.04,12.5,0.78,4438.5,2360.375
MGI:MGI:1918590,71340,12.48,6.09,1.66,11897,1416
MGI:MGI:1914722,67472,18.69,7.97,2.16,15774.5,1341.5
MGI:MGI:2675859,218914,15.16,6.77,1.85,35541.5,2853
MGI:MGI:99951,17135,11.2,4.8,1.78,5006.5,2162.333333
MGI:MGI:1913765,66515,11.42,19.54,0.65,4877.5,3229.714286
MGI:MGI:1929285,56452,19.22,5.62,2.89,2296.5,977.1428571
MGI:MGI:1913891,66641,4.98,8.06,0.55,5271,2277
MGI:MGI:1933204,83486,14.08,4.21,2.58,15265.5,1499.136364
MGI:MGI:1915144,67894,NA,8.32,NA,11145,1546.571429
MGI:MGI:1924832,77582,11.56,10.32,1.02,6687.5,1594.909091
MGI:MGI:1915251,68001,12.77,11.6,1.03,7474.5,698.5714286
MGI:MGI:2443111,239273,NA,14.12,NA,111296.5,3447.666667
MGI:MGI:106292,28071,10.3,4.73,1.71,6813,1682
MGI:MGI:1349410,110253,10.81,17.31,0.67,9674,2670.333333
MGI:MGI:1929722,59008,67.76,20.72,3.72,16894,1590.833333
MGI:MGI:103262,22601,26.73,8.47,2.73,35441,2052
MGI:MGI:1344361,23807,13.28,11.09,1.11,23374.5,1229.272727
MGI:MGI:2139740,242083,9.07,9.34,0.86,118932.5,3532
MGI:MGI:1919357,72107,8.82,5.98,1.2,6913.5,2034.666667
MGI:MGI:1343044,19655,11.15,6.27,1.46,4767,1850.5
MGI:MGI:1346056,19.8,9.67,1.83,MGI:MGI:1346056,NA,NaN
MGI:MGI:2136841,338467,13.19,4.84,2.15,24576.5,1637.8
MGI:MGI:1917794,70544,21.56,11.5,1.77,17439,850
MGI:MGI:1915980,68730,NA,6.98,NA,3462.5,1536.555556
MGI:MGI:1921407,74157,20.24,11.19,1.67,66000.5,1389.055556
MGI:MGI:88457,12831,54.26,17.95,3.25,81605,4727.5
MGI:MGI:1890574,80297,NA,NA,NA,16729,4667.285714
MGI:MGI:1924290,77040,11.84,4.26,2.21,10742.5,2247.272727
MGI:MGI:1921446,74196,10.2,20.08,0.57,72094,1278.875
MGI:MGI:1915058,67808,NA,11.2,NA,775.5,920.2
MGI:MGI:2157062,140721,7.6,7.71,0.78,7734.5,1812.25
MGI:MGI:1353598,30957,14.31,4.95,2.32,23047.5,3109
MGI:MGI:1924933,77683,9.68,5.66,1.37,89278,2468.333333
MGI:MGI:2141669,101351,11.46,7.99,1.23,18913.5,1081.875
MGI:MGI:1924393,109181,4.15,6.8,0.51,34744.5,3249.666667
MGI:MGI:1915164,67914,7.45,6.81,0.91,7620.5,740.5555556
MGI:MGI:1930076,56613,26.94,11.41,1.8,8412,3105
MGI:MGI:1929899,59010,2.87,14.76,0.2,25793,1034.444444
MGI:MGI:1329045,22158,9.13,7.51,1.11,21924.5,1598.4
MGI:MGI:1915365,68115,9.53,5.36,1.42,8086,3540
MGI:MGI:104842,12812,4.03,3.97,0.78,10421,2167.666667
MGI:MGI:105069,19341,NA,9.33,NA,17365,1046.333333
MGI:MGI:88568,13047,7.6,10.04,0.64,95507.5,4216.642857
MGI:MGI:2686975,3.36,8.44,0.34,MGI:MGI:2686975,NA,NaN
MGI:MGI:1928741,56705,15.9,7.1,1.87,59670,1340.375
MGI:MGI:1332234,22661,5.54,6.03,0.88,103932.5,3529.8
MGI:MGI:1858500,54004,3.62,8.98,0.35,247644,4431.285714
MGI:MGI:2388672,109161,7.93,6.16,1.03,32796.5,2052.5
MGI:MGI:1934229,84505,22.13,7.32,2.54,14420.5,3765
MGI:MGI:1921443,243846,10.88,6.97,1.59,1891,909.2857143
MGI:MGI:1924305,77055,NA,NA,NA,6258,2312
MGI:MGI:1334446,19663,NA,NA,NA,86598,1048.785714
MGI:MGI:1917598,70348,3.72,9.58,0.36,155970,1457
MGI:MGI:1926264,56496,8.9,16.66,0.56,3234.5,847
MGI:MGI:1919268,72018,6.55,11.91,0.52,13637,939.4
MGI:MGI:1921197,68281,1.93,6.37,0.26,12444,1627.714286
MGI:MGI:1916801,69551,NA,13.18,NA,24307,3307
MGI:MGI:1347063,26377,5.17,5.53,0.75,26002,1440.833333
MGI:MGI:2443967,224897,20.34,15.32,1.4,17610,4153.333333
MGI:MGI:2446237,233405,4.67,4.97,0.75,9770.5,1526.714286
MGI:MGI:95576,14287,13.76,6.55,1.58,10203.5,976.2
MGI:MGI:1914462,67212,7.24,7.97,0.78,2653.5,787.2
MGI:MGI:1917129,229593,5.03,4.37,0.89,27705.5,2013.25
MGI:MGI:3588215,238463,NA,NA,NA,10689.5,2218.5
MGI:MGI:1346870,26399,7.02,9.73,0.65,65133,1604.8
MGI:MGI:2445040,209584,NA,6.52,NA,12618.5,2468.75
MGI:MGI:1353510,16801,12.35,11.48,1,10957.5,1671.842105
MGI:MGI:1915268,68018,7.39,8.69,0.74,49339,2755.166667
MGI:MGI:99915,16780,NA,NA,NA,68061.5,2447.666667
MGI:MGI:1196261,52575,11.7,3.02,2.9,2209,3002
MGI:MGI:2385001,218952,17.18,9.36,1.62,46362.5,1116.2
MGI:MGI:2140680,97159,NA,5.01,NA,2186.5,719.4285714
MGI:MGI:1923749,76499,6.14,9.68,0.57,138011.5,3446.909091
MGI:MGI:1891835,56233,NA,NA,NA,20389.5,3270
MGI:MGI:2178076,192654,6.07,4.76,1,7780.5,1619.25
MGI:MGI:2685830,381318,NA,2.92,NA,15076,2108
