gi,est_hits,introns,intronsize,exonsize,avgintronsize
14749041,16,5,9848,918,1969.6
13648384,15,3,4569,918,1523
13651329,13,0,0,918,0
15318459,12,6,27063,918,4510.5
18586919,10,6,8323,918,1387.166667
13631297,10,7,56600,918,8085.714286
14769056,8,6,3092,918,515.3333333
18567925,6,1,1297,918,1297
5729970,4,4,21007,918,5251.75
18601163,4,7,58256,918,8322.285714
18552174,2,7,57910,918,8272.857143
18567901,1,0,0,918,0
17442063,1,5,36406,918,7281.2
17436474,1,5,24321,918,4864.2
17453322,1,5,32340,918,6468
17482967,1,8,53593,918,6699.125
15487666,1,11,5115,918,465
17455118,17,7,13808,915,1972.571429
18585241,16,0,0,915,0
14748447,16,0,0,915,0
15295671,11,9,49665,915,5518.333333
18575293,10,2,7693,915,3846.5
18568622,10,2,73105,915,36552.5
18603043,9,5,9910,915,1982
8922252,8,2,1788,915,894
18604779,8,6,12005,915,2000.833333
13651009,6,1,1259,915,1259
6912472,5,7,12752,915,1821.714286
4758692,4,6,5791,915,965.1666667
18569291,4,7,105216,915,15030.85714
18563412,4,7,38789,915,5541.285714
18549547,3,4,2014,915,503.5
7657277,2,7,12928,915,1846.857143
18551866,1,2,31746,915,15873
18574570,1,4,39264,915,9816
17482333,1,5,10831,915,2166.2
18583647,19,3,13044,912,4348
16950652,18,3,7598,912,2532.666667
18567474,13,9,161696,912,17966.22222
18600027,10,5,87105,912,17421
18582685,9,4,17016,912,4254
4885153,7,2,31003,912,15501.5
17483090,5,2,14181,912,7090.5
16165766,5,6,8752,912,1458.666667
18573116,4,1,4258,912,4258
18573136,4,1,4264,912,4264
17490719,4,1,1333,912,1333
17452451,4,4,498,912,124.5
11435245,3,4,51483,912,12870.75
17466277,2,4,40847,912,10211.75
17446423,2,5,109430,912,21886
16189446,2,5,23752,912,4750.4
18545969,2,5,16431,912,3286.2
18580137,2,5,2859,912,571.8
18568174,2,7,19808,912,2829.714286
18550024,1,2,7364,912,3682
17474360,1,2,15117,912,7558.5
17474924,1,5,44587,912,8917.4
18553303,1,5,22482,912,4496.4
18567152,14,2,131456,909,65728
13641843,14,6,52537,909,8756.166667
4507829,13,3,83453,909,27817.66667
13646923,10,6,29252,909,4875.333333
9910356,8,8,201945,909,25243.125
14731177,4,6,8198,909,1366.333333
4826912,2,2,662,909,331
13643286,1,0,0,909,0
18605117,1,5,40522,909,8104.4
12728508,15,5,2197,906,439.4
13651471,10,0,0,906,0
16157156,9,8,12337,906,1542.125
13636042,8,0,0,906,0
18544208,6,5,37072,906,7414.4
13994341,5,0,0,906,0
14249444,3,6,20988,906,3498
17441746,2,1,15,906,15
18544846,2,4,22631,906,5657.75
18579406,2,5,26010,906,5202
18554137,2,6,12586,906,2097.666667
14780892,1,0,0,906,0
18604970,1,2,1012,906,506
18578901,1,5,13916,906,2783.2
18583919,1,6,13313,906,2218.833333
13646754,19,7,69299,903,9899.857143
17453045,17,1,5449,903,5449
13470088,16,9,44680,903,4964.444444
18593735,15,5,7958,903,1591.6
14149867,14,4,6988,903,1747
18545719,13,3,6674,903,2224.666667
14763665,13,7,15382,903,2197.428571
18569062,9,2,687,903,343.5
18554346,8,4,18951,903,4737.75
18576346,7,2,44745,903,22372.5
18556509,5,0,0,903,0
7662300,3,3,1967,903,655.6666667
18599388,3,6,55630,903,9271.666667
4885327,1,0,0,903,0
17434488,1,4,2414,903,603.5
18562213,1,4,11401,903,2850.25
18576598,1,6,19668,903,3278
18087829,8,4,8579,902,2144.75
14744278,19,7,13240,900,1891.428571
4759036,18,5,10913,900,2182.6
18555597,16,4,3645,900,911.25
13129060,13,5,26264,900,5252.8
18580637,12,0,0,900,0
18601597,12,0,0,900,0
18588002,12,2,26739,900,13369.5
4557489,12,2,4628,900,2314
5729830,9,1,3851,900,3851
18566145,6,0,0,900,0
11420321,6,0,0,900,0
13627924,6,0,0,900,0
9625043,5,0,0,900,0
4503347,5,5,712,900,142.4
17465658,4,2,19511,900,9755.5
11421306,3,0,0,900,0
18570517,2,5,99716,900,19943.2
14769455,2,6,4707,900,784.5
17437611,1,4,61216,900,15304
17448285,1,4,71754,900,17938.5
18588370,1,7,24863,900,3551.857143
13632203,14,8,107385,897,13423.125
14761998,13,1,963,897,963
18591013,9,1,2748,897,2748
18545188,9,8,9381,897,1172.625
13653481,7,3,7094,897,2364.666667
18554480,7,6,13265,897,2210.833333
18583814,3,4,3020,897,755
18594361,3,5,18983,897,3796.6
18606548,2,4,17110,897,4277.5
18544504,2,5,23444,897,4688.8
18600824,1,6,47051,897,7841.833333
18545670,1,7,27586,897,3940.857143
18548305,1,8,75168,897,9396
13639868,17,0,0,894,0
17447260,16,3,50389,894,16796.33333
11386187,15,5,5210,894,1042
9506861,11,1,11383,894,11383
17474458,11,3,22341,894,7447
14736792,10,0,0,894,0
14249412,8,1,2508,894,2508
14731518,6,5,23130,894,4626
14734811,5,1,3687,894,3687
14763119,5,5,214491,894,42898.2
18575666,5,6,24519,894,4086.5
17453734,4,6,192948,894,32158
18577531,3,2,10818,894,5409
18577103,2,3,8711,894,2903.666667
18597473,2,5,33089,894,6617.8
18573124,2,7,137499,894,19642.71429
17441916,2,8,96085,894,12010.625
4505127,1,0,0,894,0
17445413,1,1,105,894,105
18573992,1,5,34454,894,6890.8
17456072,1,7,40698,894,5814
18587781,1,8,59084,894,7385.5
10092677,18,1,6200,891,6200
18598014,16,1,324,891,324
13376423,14,5,60070,891,12014
17451411,12,7,102164,891,14594.85714
18567432,12,9,253501,891,28166.77778
7657174,9,4,4727,891,1181.75
18585765,6,2,3907,891,1953.5
18567807,5,5,66849,891,13369.8
18575947,4,3,7700,891,2566.666667
18569446,4,5,46243,891,9248.6
18595910,3,6,25643,891,4273.833333
18561593,2,0,0,891,0
18548142,2,2,691,891,345.5
17466690,1,2,211,891,105.5
18555249,1,3,385,891,128.3333333
18600541,1,5,87980,891,17596
17455283,1,6,41620,891,6936.666667
18548765,1,6,17079,891,2846.5
18572120,1,6,959,891,159.8333333
17447844,1,8,170582,891,21322.75
4507977,2,0,0,890,0
14775847,18,0,0,888,0
17440748,14,2,12457,888,6228.5
18546974,13,6,4481,888,746.8333333
6912272,11,8,48833,888,6104.125
18603592,8,9,10228,888,1136.444444
17466360,7,7,309477,888,44211
10280624,6,5,44692,888,8938.4
18571798,5,0,0,888,0
14777260,5,3,3908,888,1302.666667
18544304,5,6,11336,888,1889.333333
14739371,3,0,0,888,0
17475211,3,1,3577,888,3577
4504421,3,3,54513,888,18171
18601417,1,2,16148,888,8074
18588797,1,7,16505,888,2357.857143
14721849,19,6,8627,885,1437.833333
4502485,17,5,168031,885,33606.2
4885617,17,6,14767,885,2461.166667
18556404,17,7,56087,885,8012.428571
14249666,13,3,23533,885,7844.333333
14738130,8,7,11462,885,1637.428571
13569934,7,6,17557,885,2926.166667
18586432,7,6,66197,885,11032.83333
18563442,5,7,116576,885,16653.71429
17438952,4,1,36892,885,36892
18604973,3,4,4307,885,1076.75
18565939,2,2,5231,885,2615.5
16182207,2,5,52133,885,10426.6
18556561,2,6,34514,885,5752.333333
8923011,1,1,434,885,434
18564429,1,2,930,885,465
18569989,1,4,13326,885,3331.5
18567239,1,5,26878,885,5375.6
13626287,19,6,3394,882,565.6666667
18545341,16,0,0,882,0
16162192,15,6,13614,882,2269
18557129,15,7,24079,882,3439.857143
17489549,13,1,84008,882,84008
18581492,9,1,10243,882,10243
14249256,5,4,4570,882,1142.5
18551285,5,9,50519,882,5613.222222
17445037,4,1,1569,882,1569
18576078,4,3,5167,882,1722.333333
14767570,4,4,6301,882,1575.25
14720073,4,5,53113,882,10622.6
17438965,1,0,0,882,0
18567340,1,4,3517,882,879.25
18573263,1,6,75478,882,12579.66667
18565506,1,6,120460,882,20076.66667
18594919,1,6,29098,882,4849.666667
18590767,16,6,4570,879,761.6666667
18604546,13,5,10500,879,2100
14042976,10,5,186686,879,37337.2
13626496,10,6,31809,879,5301.5
17462485,8,5,24710,879,4942
17461550,6,3,59763,879,19921
14748455,4,0,0,879,0
18573110,3,5,81347,879,16269.4
15298116,3,6,41967,879,6994.5
17489305,1,0,0,879,0
16171551,1,0,0,879,0
18582125,1,5,20017,879,4003.4
17446145,1,5,62872,879,12574.4
11641281,18,2,2568,876,1284
4502251,18,7,3124,876,446.2857143
14756566,18,7,5013,876,716.1428571
4506503,13,6,12685,876,2114.166667
18588548,10,3,5459,876,1819.666667
18587519,10,7,38609,876,5515.571429
18551838,3,0,0,876,0
16519543,3,3,2255,876,751.6666667
11416427,2,2,1362,876,681
18569950,2,5,176572,876,35314.4
4557847,2,6,119983,876,19997.16667
17473840,1,3,17543,876,5847.666667
18581480,1,4,26920,876,6730
18547610,1,5,21618,876,4323.6
18575802,1,5,40524,876,8104.8
18582220,1,6,23033,876,3838.833333
8394274,3,1,2067,875,2067
13651387,18,6,3516,873,586
4557783,14,0,0,873,0
15029506,13,1,375,873,375
5032207,13,8,14200,873,1775
18566794,11,4,9897,873,2474.25
13646051,10,0,0,873,0
7656983,9,4,3465,873,866.25
13994276,8,5,6678,873,1335.6
14744034,8,7,17930,873,2561.428571
18579802,8,10,62154,873,6215.4
7661534,5,5,10886,873,2177.2
18560588,5,5,52131,873,10426.2
18557321,5,8,18070,873,2258.75
7657194,4,2,2182,873,1091
7110735,4,2,31714,873,15857
17441487,3,5,23000,873,4600
13376078,3,6,35986,873,5997.666667
18595288,2,6,13956,873,2326
17467960,2,6,26430,873,4405
17439285,1,4,70456,873,17614
18546641,1,4,15290,873,3822.5
4885187,16,2,3022,870,1511
14249724,16,6,26635,870,4439.166667
18605025,15,5,13583,870,2716.6
13376747,12,10,296801,870,29680.1
17455413,10,3,22942,870,7647.333333
18566415,8,3,9304,870,3101.333333
18566621,7,6,24076,870,4012.666667
18551012,7,7,46558,870,6651.142857
17475731,6,6,41334,870,6889
15559205,5,3,1613,870,537.6666667
18581863,4,3,5038,870,1679.333333
18566708,4,5,1799,870,359.8
13994280,3,1,6188,870,6188
8922848,3,4,22055,870,5513.75
17448942,2,3,6481,870,2160.333333
18571894,2,5,13211,870,2642.2
17485830,1,3,25206,870,8402
18603052,1,4,22908,870,5727
18593158,18,1,4683,867,4683
5730013,18,1,1809,867,1809
14249119,17,3,4176,867,1392
14764782,16,3,4176,867,1392
17452992,12,1,103,867,103
14760802,12,9,41410,867,4601.111111
10440558,11,1,2379,867,2379
18584874,11,9,14062,867,1562.444444
4885123,8,4,29100,867,7275
18566473,3,0,0,867,0
18579549,3,0,0,867,0
18555058,3,3,26436,867,8812
17451672,3,3,1001,867,333.6666667
17485940,3,4,54222,867,13555.5
14761122,2,1,4635,867,4635
18569665,2,4,24349,867,6087.25
18574699,2,7,6990,867,998.5714286
18552474,2,7,39546,867,5649.428571
16162777,2,8,21637,867,2704.625
18557304,1,0,0,867,0
18596165,1,0,0,867,0
18544642,1,0,0,867,0
18579260,1,4,49278,867,12319.5
18544158,16,7,11687,864,1669.571429
18545783,16,7,11686,864,1669.428571
4885185,11,2,2623,864,1311.5
4503673,9,4,14628,864,3657
18550955,8,2,2804,864,1402
18582752,8,3,4077,864,1359
18582682,8,10,82148,864,8214.8
16161779,5,4,6798,864,1699.5
14758027,3,5,10783,864,2156.6
18548282,2,4,17077,864,4269.25
18593504,2,6,51642,864,8607
18562690,1,0,0,864,0
18570945,1,1,5356,864,5356
17450247,1,4,9180,864,2295
17474532,1,6,19638,864,3273
18596709,9,6,23102,861,3850.333333
18563282,6,8,33312,861,4164
14780937,4,0,0,861,0
18571832,4,7,89287,861,12755.28571
16185112,4,7,15289,861,2184.142857
17459484,3,4,766,861,191.5
18565696,3,7,36227,861,5175.285714
13376415,3,7,49382,861,7054.571429
14760822,2,0,0,861,0
18604548,1,5,17639,861,3527.8
18564390,1,6,27040,861,4506.666667
5902152,7,5,9856,860,1971.2
14752757,19,5,36195,858,7239
18556537,18,5,335378,858,67075.6
13994271,12,1,4997,858,4997
18601524,11,2,1441,858,720.5
14249582,11,4,652,858,163
14781316,10,6,6734,858,1122.333333
18544253,9,4,16319,858,4079.75
6912328,9,5,142746,858,28549.2
18591870,6,1,1378,858,1378
17473137,6,4,3584,858,896
17485345,6,4,2553,858,638.25
18544319,5,3,85957,858,28652.33333
18547566,5,4,7512,858,1878
17476086,3,4,5086,858,1271.5
18585406,3,5,3001,858,600.2
13640131,2,0,0,858,0
18554604,2,2,836,858,418
17435437,1,1,3801,858,3801
11418499,19,4,11312,855,2828
14779501,17,6,35539,855,5923.166667
18577288,12,2,3405,855,1702.5
14738481,11,2,532,855,266
18581867,11,4,35187,855,8796.75
18588218,11,7,16353,855,2336.142857
14777500,9,7,12725,855,1817.857143
17442765,5,2,3021,855,1510.5
18563666,5,6,90823,855,15137.16667
18601407,4,6,24659,855,4109.833333
18569423,3,5,21011,855,4202.2
18553380,3,6,31884,855,5314
18565540,2,5,34583,855,6916.6
18596482,2,7,57429,855,8204.142857
18547416,2,9,30796,855,3421.777778
17447631,1,1,46,855,46
17460196,1,5,31956,855,6391.2
17460394,1,5,46642,855,9328.4
18562916,1,6,59449,855,9908.166667
18587592,1,6,55592,855,9265.333333
17482199,1,7,54932,855,7847.428571
13638589,1,7,27141,855,3877.285714
17486935,1,7,4339,855,619.8571429
18596219,14,7,14812,852,2116
18587161,12,3,5445,852,1815
18556631,9,4,25758,852,6439.5
14728721,6,7,31875,852,4553.571429
4557673,4,1,3713,852,3713
18584800,4,6,71159,852,11859.83333
17486325,3,2,779,852,389.5
18576208,3,6,99760,852,16626.66667
18546118,2,2,8594,852,4297
17455868,2,5,4336,852,867.2
13626869,1,1,42865,852,42865
18593731,1,1,2164,852,2164
17447918,1,3,3319,852,1106.333333
18558817,1,3,11960,852,3986.666667
18551908,1,4,17162,852,4290.5
13540523,16,5,6062,849,1212.4
18564010,16,6,36847,849,6141.166667
4505921,11,2,1069,849,534.5
17490476,11,6,8251,849,1375.166667
5231298,10,2,19843,849,9921.5
17487962,10,6,8229,849,1371.5
13638912,8,5,13769,849,2753.8
14721345,6,3,8040,849,2680
14740773,6,11,5002,849,454.7272727
17483158,3,4,8946,849,2236.5
13375850,3,4,62357,849,15589.25
14728742,2,5,11117,849,2223.4
17439139,1,3,819,849,273
18573357,1,3,3302,849,1100.666667
18561030,1,5,43378,849,8675.6
17485175,1,7,47471,849,6781.571429
18555857,1,8,27850,849,3481.25
18592967,13,4,10269,846,2567.25
8922599,13,6,13491,846,2248.5
18575115,12,4,18959,846,4739.75
18602587,11,3,3734,846,1244.666667
6912750,10,0,0,846,0
14737656,8,7,3755,846,536.4285714
18572328,7,0,0,846,0
18591124,7,5,1556,846,311.2
14741770,6,5,7384,846,1476.8
16193257,6,5,9644,846,1928.8
18597776,6,6,90967,846,15161.16667
4557329,5,3,5975,846,1991.666667
14149682,5,5,13581,846,2716.2
18597840,4,8,15114,846,1889.25
18602231,2,3,346,846,115.3333333
18547666,2,5,32780,846,6556
13899327,2,5,6941,846,1388.2
14785277,1,0,0,846,0
18576017,1,5,75464,846,15092.8
18571114,1,5,22806,846,4561.2
18602337,7,8,44975,845,5621.875
17437619,18,4,11990,843,2997.5
18557265,14,8,50445,843,6305.625
18582448,12,5,15842,843,3168.4
17448433,9,0,0,843,0
18574715,9,4,26687,843,6671.75
18600244,7,4,10685,843,2671.25
12737732,7,5,97183,843,19436.6
18568700,7,6,131234,843,21872.33333
18553644,7,6,180790,843,30131.66667
18569450,6,2,14970,843,7485
18579749,6,4,44930,843,11232.5
17488989,5,3,5982,843,1994
18593350,5,6,21125,843,3520.833333
18587621,5,6,2473,843,412.1666667
14749658,4,5,7236,843,1447.2
18577690,2,4,11550,843,2887.5
18547707,2,6,67545,843,11257.5
18566168,1,6,44559,843,7426.5
17449357,1,6,27459,843,4576.5
18569196,1,6,78091,843,13015.16667
13376621,2,5,11259,842,2251.8
12232481,19,3,9794,840,3264.666667
13236581,18,3,8520,840,2840
13236547,17,0,0,840,0
13376410,16,7,88348,840,12621.14286
18602852,14,5,10090,840,2018
14724457,14,8,160480,840,20060
16156475,13,0,0,840,0
18560412,11,1,12288,840,12288
18561728,8,2,257,840,128.5
18566700,8,4,12674,840,3168.5
18573628,7,4,41052,840,10263
18576600,5,7,19157,840,2736.714286
18596085,4,0,0,840,0
18563092,3,5,38621,840,7724.2
18563586,3,6,73897,840,12316.16667
17443408,2,1,21,840,21
13489101,2,3,33691,840,11230.33333
17444766,2,3,32742,840,10914
18575244,2,4,26985,840,6746.25
18595749,2,5,20982,840,4196.4
14777866,1,0,0,840,0
18548742,1,2,2126,840,1063
13639412,1,3,97346,840,32448.66667
18584798,1,4,29921,840,7480.25
18585428,1,5,2757,840,551.4
18585806,1,5,17767,840,3553.4
18592623,1,6,119394,840,19899
17441004,19,8,7763,837,970.375
18596576,14,3,45948,837,15316
18562191,13,5,50436,837,10087.2
18579062,12,5,8720,837,1744
10047088,9,1,4424,837,4424
13994278,9,2,5193,837,2596.5
18566558,8,6,83837,837,13972.83333
18581875,4,7,30580,837,4368.571429
17457588,3,3,43769,837,14589.66667
18600555,3,5,21992,837,4398.4
14754291,2,0,0,837,0
17486417,2,0,0,837,0
18568781,2,4,22165,837,5541.25
18604086,2,5,2410,837,482
16418379,2,8,7964,837,995.5
17464073,1,0,0,837,0
17482804,1,1,94,837,94
18597717,1,3,29750,837,9916.666667
18605220,1,5,20030,837,4006
18563227,1,5,24881,837,4976.2
18594173,1,7,38867,837,5552.428571
18570634,16,4,18274,834,4568.5
18578010,14,2,1645,834,822.5
11418304,11,5,92238,834,18447.6
17479448,6,0,0,834,0
14741536,4,5,39128,834,7825.6
18569930,3,5,43570,834,8714
18550121,1,4,1170,834,292.5
17482142,1,6,34939,834,5823.166667
11496281,5,4,7656,833,1914
14722051,17,2,4963,831,2481.5
18586270,17,4,9100,831,2275
14779640,17,6,11618,831,1936.333333
18549543,14,4,18855,831,4713.75
17445034,10,8,21056,831,2632
5902108,8,0,0,831,0
14768903,8,1,222,831,222
18548354,4,1,183,831,183
18596628,4,2,16466,831,8233
18576933,4,3,5632,831,1877.333333
18555690,4,4,10377,831,2594.25
17463615,4,5,77876,831,15575.2
17441485,2,0,0,831,0
17490061,2,5,1916,831,383.2
17487169,1,1,598,831,598
17479379,1,1,721,831,721
18569960,1,3,23116,831,7705.333333
18562888,1,3,40396,831,13465.33333
18591275,1,4,27135,831,6783.75
18554991,1,5,30161,831,6032.2
18579005,1,5,12007,831,2401.4
17478559,1,6,5431,831,905.1666667
13650352,18,4,482,828,120.5
13775595,18,4,482,828,120.5
14786616,17,3,32177,828,10725.66667
14751419,13,5,50665,828,10133
13626674,11,6,18560,828,3093.333333
14150153,10,8,38254,828,4781.75
17446755,8,5,33759,828,6751.8
18589897,7,6,10059,828,1676.5
18575628,4,5,27544,828,5508.8
16418411,4,6,15379,828,2563.166667
18564362,2,4,46296,828,11574
13259546,2,4,2267,828,566.75
15297758,2,6,27882,828,4647
17476203,1,2,6065,828,3032.5
18601095,1,5,44530,828,8906
8051586,1,6,5778,828,963
18566235,1,7,9191,828,1313
18590371,1,7,48251,828,6893
18566954,18,6,5840,825,973.3333333
18578106,12,2,6965,825,3482.5
8923158,12,6,17934,825,2989
13376003,11,1,17011,825,17011
18584983,11,3,2536,825,845.3333333
18588030,10,0,0,825,0
18573093,6,1,20,825,20
18560641,6,4,12114,825,3028.5
14776782,5,0,0,825,0
18575502,4,5,33734,825,6746.8
13376417,4,5,9555,825,1911
18569645,2,5,28875,825,5775
17450688,1,3,6540,825,2180
18554586,1,4,45118,825,11279.5
18564421,1,5,60934,825,12186.8
18590881,1,5,12977,825,2595.4
11436080,19,5,11386,822,2277.2
17441195,17,1,10864,822,10864
10835079,16,0,0,822,0
14042966,15,0,0,822,0
18563272,13,7,13243,822,1891.857143
17455940,12,6,22964,822,3827.333333
14784819,9,1,7964,822,7964
17454517,9,2,193,822,96.5
15298615,9,7,27309,822,3901.285714
17452677,8,5,16308,822,3261.6
17478268,7,4,3395,822,848.75
18596036,7,8,40189,822,5023.625
14732884,6,1,70535,822,70535
18579771,6,2,16833,822,8416.5
18582463,4,3,10355,822,3451.666667
18590033,4,4,3581,822,895.25
18594838,3,2,548,822,274
18567308,3,5,37156,822,7431.2
13376850,3,5,46601,822,9320.2
18600559,3,5,11588,822,2317.6
18573285,3,7,162002,822,23143.14286
11434138,2,0,0,822,0
17440208,2,2,9209,822,4604.5
17484856,1,1,2144,822,2144
17450938,1,3,60814,822,20271.33333
18600505,1,6,2930,822,488.3333333
18546299,1,7,89583,822,12797.57143
4505175,4,8,74277,821,9284.625
4506501,19,2,7581,819,3790.5
18567578,17,1,1038,819,1038
17443853,15,11,64501,819,5863.727273
10834982,14,3,17212,819,5737.333333
14759080,10,4,76004,819,19001
13626680,9,3,93950,819,31316.66667
15299401,9,5,36598,819,7319.6
15303414,8,5,20927,819,4185.4
16178998,7,4,10396,819,2599
4557667,7,7,48475,819,6925
4502499,6,0,0,819,0
13375911,6,5,59638,819,11927.6
18546101,6,5,11914,819,2382.8
17446766,2,7,34940,819,4991.428571
17485136,2,7,6355,819,907.8571429
18605294,1,3,26913,819,8971
17465692,1,3,8596,819,2865.333333
18584353,1,4,6456,819,1614
17474436,1,4,41229,819,10307.25
18567702,1,5,10278,819,2055.6
18553083,1,5,96601,819,19320.2
18569590,1,6,62071,819,10345.16667
18562409,1,6,67386,819,11231
18592101,1,7,47941,819,6848.714286
18555330,1,8,52370,819,6546.25
4885561,8,6,11774,818,1962.333333
18547342,19,5,767,816,153.4
13642815,18,0,0,816,0
17441846,10,2,36314,816,18157
18600634,10,5,21990,816,4398
4504561,9,2,280,816,140
18583292,9,3,2586,816,862
17471776,9,5,1931,816,386.2
11440370,7,3,3968,816,1322.666667
18597507,7,3,3918,816,1306
18551786,6,6,89698,816,14949.66667
18552578,5,1,112,816,112
18582936,4,3,12831,816,4277
13636349,3,0,0,816,0
18555149,3,6,41853,816,6975.5
18593513,2,5,22769,816,4553.8
17434690,2,6,45833,816,7638.833333
17457294,1,0,0,816,0
17459796,1,3,317,816,105.6666667
17451503,1,4,10944,816,2736
17434375,1,5,28281,816,5656.2
17481474,1,6,31351,816,5225.166667
18580955,1,7,17963,816,2566.142857
18569275,17,5,8925,813,1785
14745265,16,3,3975,813,1325
15559209,14,6,13673,813,2278.833333
14730937,10,0,0,813,0
13376394,10,7,27997,813,3999.571429
18602130,9,4,1716,813,429
18586426,8,5,25313,813,5062.6
18561411,7,1,251,813,251
13899293,6,2,102346,813,51173
18592848,6,7,42850,813,6121.428571
18599807,5,4,31899,813,7974.75
18594142,5,5,46394,813,9278.8
17438793,4,2,16422,813,8211
18571377,4,4,25032,813,6258
18557411,2,1,65095,813,65095
17444725,2,5,41848,813,8369.6
17439776,1,4,43668,813,10917
17483240,1,4,9281,813,2320.25
17467958,1,5,28564,813,5712.8
18601090,1,5,27256,813,5451.2
14741687,16,0,0,810,0
8922269,15,5,6010,810,1202
7706477,13,3,181071,810,60357
11427225,11,1,666,810,666
18556463,10,6,199968,810,33328
18561576,8,6,19625,810,3270.833333
18544087,7,0,0,810,0
18549308,6,4,2852,810,713
16157284,3,9,46658,810,5184.222222
18600687,2,4,28424,810,7106
18560064,1,1,261,810,261
18584844,1,3,31413,810,10471
18545122,1,4,26433,810,6608.25
17462234,1,6,132626,810,22104.33333
17480168,1,7,35055,810,5007.857143
18589049,19,8,61289,807,7661.125
16418343,12,1,750,807,750
14745477,9,0,0,807,0
14774764,8,1,324,807,324
18575784,8,5,3374,807,674.8
18545915,7,7,2036,807,290.8571429
13649582,5,0,0,807,0
18574453,4,3,2386,807,795.3333333
18601905,4,6,99936,807,16656
18598702,3,9,8149,807,905.4444444
13647686,2,0,0,807,0
15295907,2,2,19045,807,9522.5
18602282,2,2,349,807,174.5
18545884,2,5,34012,807,6802.4
18558250,2,6,10623,807,1770.5
17434164,1,2,23641,807,11820.5
17443427,1,3,653,807,217.6666667
18563648,1,5,59430,807,11886
18599468,1,6,122479,807,20413.16667
14249138,8,3,12843,805,4281
18577348,19,10,158567,804,15856.7
17459551,17,1,2338,804,2338
18549187,16,3,14580,804,4860
4504649,15,6,23606,804,3934.333333
18594205,13,2,4688,804,2344
18087809,11,8,173204,804,21650.5
18554654,10,2,36102,804,18051
18590274,10,4,37796,804,9449
18581118,9,5,55214,804,11042.8
18564035,9,6,32515,804,5419.166667
13399300,8,2,1014,804,507
13129146,7,0,0,804,0
4503549,6,4,5176,804,1294
18551480,4,4,43986,804,10996.5
18579669,3,6,91133,804,15188.83333
18548128,3,7,102634,804,14662
17448295,2,4,90870,804,22717.5
18597586,2,4,27708,804,6927
18584876,2,5,35537,804,7107.4
17489385,1,3,6706,804,2235.333333
17465011,1,3,13387,804,4462.333333
18581285,1,4,21206,804,5301.5
8923206,1,5,9012,804,1802.4
18549290,17,5,10487,801,2097.4
17463361,13,6,4262,801,710.3333333
7706095,12,4,12144,801,3036
18580086,11,3,29263,801,9754.333333
18583601,11,5,36463,801,7292.6
18581364,10,3,41485,801,13828.33333
16160007,10,4,13331,801,3332.75
13653953,9,5,2189,801,437.8
13643025,8,6,73410,801,12235
18555259,6,1,45,801,45
13376578,5,1,1175,801,1175
17466058,4,3,1622,801,540.6666667
18579882,3,7,128722,801,18388.85714
17444636,1,0,0,801,0
18566419,1,1,12,801,12
17474275,1,3,4689,801,1563
18594195,1,4,22793,801,5698.25
14149724,8,1,283,800,283
17487349,15,9,37314,798,4146
18571088,13,4,7645,798,1911.25
17487440,12,4,24549,798,6137.25
14733926,10,3,146206,798,48735.33333
18587016,9,7,51479,798,7354.142857
11425687,8,3,9963,798,3321
18553007,7,1,2672,798,2672
14774260,7,4,5591,798,1397.75
18599977,3,6,307563,798,51260.5
17464907,2,2,1216,798,608
18591024,2,4,8613,798,2153.25
18578880,1,3,24884,798,8294.666667
18548492,1,4,14891,798,3722.75
18590493,1,5,33587,798,6717.4
18579364,1,6,83358,798,13893
13375701,5,8,143732,796,17966.5
18568443,17,3,74188,795,24729.33333
17482596,14,0,0,795,0
18570400,12,7,22387,795,3198.142857
18553406,11,3,14109,795,4703
18578577,11,4,22116,795,5529
4504235,9,4,8817,795,2204.25
12739429,8,6,8211,795,1368.5
18575388,6,7,23379,795,3339.857143
17468745,5,2,290,795,145
18552650,3,3,1046,795,348.6666667
16161834,1,0,0,795,0
18584422,1,1,2789,795,2789
18598864,1,3,1108,795,369.3333333
18555716,1,4,29693,795,7423.25
17975595,1,4,1956,795,489
18551006,1,4,32814,795,8203.5
17442640,1,4,48650,795,12162.5
18561643,1,5,73871,795,14774.2
18601145,15,0,0,792,0
17461670,11,7,40455,792,5779.285714
18590242,10,4,4814,792,1203.5
17447358,10,6,460982,792,76830.33333
18545963,9,5,47185,792,9437
18603831,5,5,8661,792,1732.2
8922364,4,0,0,792,0
17447473,3,1,1765,792,1765
6912506,3,3,2548,792,849.3333333
13626399,3,7,49877,792,7125.285714
18583507,2,3,8057,792,2685.666667
18596091,2,5,91328,792,18265.6
15295356,2,10,30963,792,3096.3
14738643,1,1,348,792,348
10092584,1,2,2913,792,1456.5
16418459,1,5,15344,792,3068.8
18568541,1,5,14837,792,2967.4
18577804,15,1,1157,789,1157
18579755,11,1,5452,789,5452
18544215,10,4,12816,789,3204
17452998,10,5,21167,789,4233.4
18588068,9,4,15564,789,3891
18586785,9,6,3569,789,594.8333333
18567081,8,6,8647,789,1441.166667
17483751,5,1,3737,789,3737
18588380,5,4,48728,789,12182
18549500,5,5,4389,789,877.8
17485339,4,6,36049,789,6008.166667
18592874,4,7,7851,789,1121.571429
18548114,3,5,83074,789,16614.8
17476577,2,2,8821,789,4410.5
18570733,2,4,4723,789,1180.75
18588049,1,0,0,789,0
18588290,1,0,0,789,0
